Drug	Protein
119570	P21917
4478249	Q9Y468
9887712	P11712
5388962	P08684
6857702	P03951
2170	P20309
6445540	P08684
9875401	P51589
31703	O75489
154059	P08912
3487	P18505
44462760	P15056
31703	O75306
5280343	Q6NUS8
11973736	P35916
9547935	P07919
115237	P28223
60852	P14324
133246	P00439
449146	P80188
5360696	P36544
4585	P13945
439153	P00367
448803	P15291
5405	P51589
54454	P16662
25074470	P30968
9838022	P10635
121892	O43525
132971	P08684
54670067	Q9NVH6
5360696	P17787
47811	P35348
4595	P11712
3964	P20309
656949	Q16539
11669698	P11217
447411	P18031
750	Q14330
11149479	P03372
24812758	P13866
46937079	P24941
444451	P12268
4173	Q16850
443872	P08684
896	Q92753
5280360	P11511
3639	P00915
4060	P11712
4635864	P06732
1110	O14756
6450546	Q8TCU5
6918837	Q9BY41
6917779	P33261
60606	P05177
5361323	Q9UBS5
15606	P80188
3562	Q12791
5460316	P51161
5743	P10635
643975	Q9UHQ9
4099	Q13002
3295	P00918
3052	P09917
5584	P35368
154575	Q08493
37464	P08588
4585	P28221
2818	P18825
448943	O15530
216239	P36888
77999	P37231
3823	P05108
60795	P46098
194777	P22894
10457944	Q15788
2247	P08684
5280934	O95864
5362124	P42898
4943	P10632
447451	P20815
5095	P21918
439260	P07550
5329	P11712
2818	P11509
5381	P10276
2955	P08684
2165	P11712
6253	P32321
151166	P35354
1727	Q16322
6307	P00915
88064	P15121
15978579	P09601
70789197	P01133
456468	P01270
667490	Q06203
444766	P18031
4212	P05181
2818	P14416
41867	O14646
11957417	P24941
11505008	P07384
4585	P11229
5227	P50135
52195	Q14524
2519	O00408
1727	Q9NSA2
3821	Q8TCU5
6916249	P41145
5288002	P42262
4478249	P04424
2955	P23219
39186	Q06432
23653514	P00918
445354	Q6NUM9
2481	P34903
31378	P04150
447256	P27487
1051	Q6WRI0
3033	P09917
447476	P07477
54676537	Q9BQB6
46937093	P11217
5284596	P41143
4116	P11509
4192	P18505
46937176	P25774
4205	P07550
4946	P10635
3823	P15538
3397	Q16678
1110	P53597
387447	P11712
681	P21397
657038	P09874
6323515	P34896
3016	P33260
750	P23434
5288190	P17538
5281071	Q99584
3082654	P17538
9929643	P28482
10324367	P08684
31640	P48169
5833	P10632
60663	Q02641
5957	P12235
36462	P35354
37542	P20839
643976	Q9NVS9
2267	P11712
5288799	P22303
25113614	P00734
1933	P06276
3827	Q13946
5991	O75469
12594	P35354
1051	Q9Y697
2479	Q9UN88
3955	P35372
444	P20813
5362422	Q9UKQ2
6323497	P24462
92727	P08684
60854	P08173
26721	P41143
4564	P24941
7028	P15336
9305	P61925
2818	P35367
1549000	P08684
439153	P51970
24066	P08684
44259	P43403
3784	Q9NY47
4192	P34903
2789	P31644
5288499	P13501
3393	Q9UN88
3339	P10632
131704191	Q13126
3763	P18505
5329	P23219
1698	P13716
2441	Q8N1C3
2160	P35348
62930	P06401
4763	P11509
3637	P08684
9690109	P05177
77999	P10632
60846	P11712
2968	Q15822
7167925	P11226
5360373	P49916
31304	P24046
6830	P00367
157920	P16152
151166	P33261
439153	P03923
3696	P08172
91443	O95954
936	P05181
6335412	P35354
3964	P08913
3532	P48065
3562	Q12879
54687	P04035
8275	Q9UN88
3675	P24298
5460341	P49747
447027	P22695
4594	P33260
49866945	Q10588
4943	P33260
3373	P34903
1001	P07477
24768560	P09960
3393	P78334
6196	Q16348
6256	P19971
4497	P08235
3261	A8MPY1
5284373	P24462
4054	P20813
38853	P20711
5287850	P22894
3598	O14521
4748	P05177
681	P27338
448580	P08100
2910	P22748
2170	P18505
3463	P33261
71768094	P10632
8969	P08908
31101	P08684
24812718	P35968
54680692	P10632
4649	P05164
10411846	P35557
6914666	Q16665
26721	O60858
145742	Q99884
5496599	P00918
3295	P22748
4449	P24462
11434515	P08912
5281855	P00915
33032	P00367
165339	P01024
2789	P28472
6450546	Q12879
208898	P18089
4494	P10632
3343	P13945
60606	P33261
5360696	P20815
4488	P47712
439530	Q96L21
31307	P06276
5862	P49589
1051	Q8TD30
54841	P31645
4595	P08908
11696113	P17612
5328940	Q13555
4327	P00519
3085218	P41595
24826799	P06239
3958	P31644
2712	P28472
130611	Q9UKM7
5073	P24462
4189	P05177
3467	P98164
2179	Q12809
2405	P07550
21772	P28223
23576	Q9GZZ6
446805	P00734
3345	P41143
444763	P18031
31640	Q9UN88
156391	P22309
10836	P21397
23645698	P27487
5403	P06276
16040323	P56817
71616	P20815
124886	O43708
5709	P25100
8271	P47869
3226	P18507
6540273	O14757
54677470	P23219
702	P48549
154575	Q07343
3715	P23219
11561674	Q08499
65249	P00488
2733526	P05129
441480	P04746
37632	P33261
39186	P08684
702	O95264
4828	P08908
42627296	P03372
11005	O00206
71733	P08588
4913	P06276
3062316	P12931
6540255	P53355
2605	P13631
261004	Q16678
5761	P08908
3393	Q8N1C3
387447	O14818
446336	Q96C86
3019	P00915
5280360	P43116
1060	P36021
65833	P23975
5029	P04798
3958	P47869
449120	P62937
5361	P23945
444914	O60264
16842	Q86YB8
311	O75390
3345	P20815
441289	P06276
10379137	Q9BY41
5284604	P08684
23647652	P20248
4205	P23975
448013	Q71U36
10184653	P04626
4100	P10635
439153	P16083
3038498	P47870
4497	O00305
2403	O15530
6450546	P11712
681	P35462
4585	P07550
33032	Q99259
4184	P25100
444	P10635
5870	Q16678
119031	P45452
33746	P08684
9927355	Q92731
10095904	P07900
2907	P10635
5734	Q8N1Q1
60164	P10826
5831	P11229
4601	O60391
23665772	P07225
60838	O00748
448632	P20813
64715	P04035
9869929	P08684
33741	P41143
3955	P10635
4037	O43525
10836	P31645
5335	P11509
65981	P08684
5288998	Q9NWT6
7028	Q8WYK2
5289474	P25705
6323481	Q9NXE4
4116	P10635
3779	P08588
16750040	P03372
6918155	P10635
449193	Q08493
3410	P33261
392622	P20815
790	P00491
5351166	P04798
70678542	Q8IVH4
6917698	P20815
42890	P11712
439750	P14854
6083	P11309
60854	P34969
18104	P14416
44141939	O14757
3007	P35368
2267	P20815
2911	P11229
164509	P42261
12773795	Q16850
3608	P31644
6386	P50579
23586165	P52732
5282415	P43088
4485	P54289
5538	P28702
10062718	P18031
148124	P10415
5206	P05181
5353853	P08684
3393	P47869
14205264	P67775
9651	Q9UGM1
3562	P78334
5881	Q13224
5584	P28223
221493	P62508
6852167	P48736
667466	P08912
54678486	P10632
6419766	Q8IU85
445643	P62942
2481	P18507
78607	P23141
5282761	Q03181
446541	P16662
440995	Q9NZD2
71496458	P08684
8977	P22392
5546	P51170
9878	P08684
2441	P14867
6227	P23219
7504	P07478
11256664	Q9H6Z9
2343	P00918
2351	Q9NY47
10101	Q12879
445713	Q92696
3037032	P18505
11954293	P41595
5960	P14868
36314	P08684
8271	P31644
444456	P11217
2334	P15259
5226	P11086
2809	P31644
23653508	P15086
9568614	P33261
5826	P10635
5212	Q13956
23653531	P00749
7558	Q05940
447518	P12931
6419789	Q8TF76
2756	P10635
4926	P20309
122195	P51178
446811	Q16613
7478	P04054
439153	Q99714
119031	P24347
3647	P22748
5288564	P04745
68238	P15559
3241	P08684
3762	P07550
2153	Q92769
311	Q9Y663
3639	O43570
46936889	Q16881
3062316	P07947
5284371	P08684
237	O60733
443388	P0CG22
5152	P07550
6918026	P35346
444	P23975
9809715	P21802
2160	O43525
4011	P05177
3608	Q13002
25138203	P56817
6852206	Q9UQF2
11291932	Q9Y6F1
72287	P05177
127151	P23975
5284616	P08684
2726	P28223
727	P23416
4368	P45452
7405	Q701N4
4636	P08913
4828	P10635
439153	P23368
123606	P05177
3386	P05177
702	Q9UGM1
60947	P05106
3182	Q9NP56
6013	Q16696
5961	P08243
131704305	P00734
44631903	P49137
5288016	P24941
21233	P08172
445226	P09848
5281078	P20839
439153	P14679
4499	P08684
2381	Q15822
5281078	P16662
16122642	P17612
11779786	Q04760
3487	Q9UN88
49	O15382
221493	P20674
3964	P35462
54929	Q16831
6030	Q9NWZ5
5333	P10635
5719	P14867
41987	P27338
9750	Q9ULW8
3373	O14764
1051	Q96GD0
2771	P08684
148124	P27816
5960	Q12797
6623	P62508
439153	P00387
145742	P62937
4737	Q14957
449193	Q07343
493570	P42898
445354	Q8TC12
60838	P20815
8617	P01850
5287438	Q9UBX1
11954293	P10635
5881	P78334
157922	P12314
5342	P20813
31703	P35228
447733	P00749
4680	Q9Y233
6450546	Q13224
54682461	P08684
3775	P08173
441290	P46098
3406	P07327
154101	P10635
25102847	P35968
4539	P20815
115237	P08684
2170	P34969
1567	Q04760
5391	P11712
56959	Q15858
3715	P23141
3519	P11712
3033968	P20815
6852154	Q15596
5329102	P09619
3961	O75795
3121	Q9Y5Y9
5329	P18440
3011155	Q16854
3052778	P46098
5362436	P05177
3657	P10635
2082	P68371
2160	P35367
447196	P42262
5978	P20815
446241	P00918
2170	P35462
11302	P51857
969472	P48169
11368987	P03372
247839	P04150
4943	O00591
750	O75311
7028	Q9Y2D1
131704251	Q9UBX1
2800	P11511
6714002	P04150
5280961	P11388
69507	P09467
6445226	O60656
6834	P08173
654376	P14618
5576	P10632
156419	P41180
5850	P32297
123619	P08684
11556711	P40306
6917698	P11509
72287	P21918
5881	P28472
253602	Q96L21
3033	O43526
31101	P34969
6137	Q9NZV6
8977	Q8N142
3038498	P05186
71158	P47869
1195	O95749
4914	Q9NPA1
6852147	P22894
3455	P08684
6323178	P00734
5284616	P20815
5283731	P11473
5362129	P06276
449244	P01857
15130	P20815
3369	Q8N1C3
157839	P15121
24768527	P56817
5288504	P13501
3608	P34903
702	P08319
3337	P31645
6003770	P51580
4763	Q05586
4116	Q9UN88
2554	Q14524
3676	Q14524
3121	Q15858
3261	P18505
4763	P13584
8977	O60547
68911	P11712
6443013	P37231
1349907	P08684
25147494	P07998
338	Q04828
3121	P11712
4763	P43681
3763	P48169
9868491	P35354
2803	P20815
124886	O15217
5362440	P24462
2165	P10635
5326739	P24941
9547940	P07477
3042	P11229
5288266	O00206
11840933	P25774
1051	O75600
115237	P35462
24905143	P12931
448297	P16442
171548	Q96RQ3
445354	O94788
5745	P08684
6119	P01303
3033637	P06276
2481	P47869
6369389	P22303
4636	P35368
4893	P35348
5281077	P28472
3559	P14416
71158	P78334
32798	P04150
3776	Q13838
24775005	Q99835
5405	P08172
4095	P11712
6834	P33261
6013	Q9HB55
131704253	P00491
54477	Q99720
3001028	Q92731
2196	P42263
64689	P02144
9867361	P04150
132971	P05093
24798741	P31749
17676	P21728
43815	P11712
3696	P05177
4095	P41143
4932	P05177
110634	Q13956
4288	P00918
68841	Q9UL54
441350	P07101
3964	Q01959
10836	P10635
5488548	P35372
73333	P28223
439153	P04406
657298	P07202
25210476	P15121
15951529	P10275
5310966	P36544
1060	O60669
60846	P30556
110635	Q9HCR9
7028	P01375
3749	P10635
3033053	P41145
2164	P47869
448009	P04745
11955614	Q9Y233
10113978	Q9UQQ2
4737	P18505
5280353	P30043
4184	P20813
2519	Q9NP56
439153	Q00796
5328	P11712
3677	P18089
5881	Q8N1C3
3689	Q05586
9809715	P35968
4058	O15399
3821	P08684
1986	P00915
9750	Q6TGC4
3373	Q99928
3696	P33260
44129621	P09960
6857599	P30711
6323491	P14625
46937142	Q86SZ2
4054	P46098
667468	P11229
216239	O60656
12560	P20815
4494	P08684
54675776	Q9UM07
38409	P11712
4100	P33261
4616	Q9HB55
9823820	P08684
903	P35270
445561	P06239
119607	P35354
4748	P21728
447195	P42262
11553058	P06239
208898	P10635
5757	Q92731
444797	Q9HB40
6857599	P05164
4030	P04798
132519	P16112
46937083	P00533
60663	P05177
190	Q9BY49
10836	P08913
441335	P10632
644073	P41145
4004	P06276
6047	P21918
5327045	P18031
11616886	P27338
61635	P01584
2162	P17405
229455	P10275
448238	P49841
4737	P14867
170018	P11309
9834298	P10515
2179	P11388
1110	Q9UBX3
5326739	P49841
5029	P33261
44141871	Q9Y233
9887712	P16662
6018	P16152
448979	O00763
456214	Q9Y6M4
11987860	P39900
3033621	P14867
1727	P22459
445717	P11217
15991588	Q9Y233
11963546	P00797
4116	P42261
4679	P33261
5289348	P07858
9797919	P17948
2441	P33261
2756	P25021
3385	P05177
5743	P04798
219100	Q16206
4748	P08684
5353288	Q8N8N7
46937113	P14920
2761	P11509
4474	P08912
447371	P35558
4940	P28335
2882	P25815
3749	P11712
59227	P35462
3033621	A8MPY1
3902	P11511
657041	Q03426
5288826	P35503
2761	O95180
2581	P23219
3657	P23921
42113	P47870
439750	Q02221
452548	P20815
6175	Q9BZX2
3054	P03372
2789	O14764
3763	P23415
2118	Q99928
3672	P37231
5284570	P35372
235905	P08684
444036	P06401
5284616	P62942
445785	P18031
9574101	P11712
11243969	P08684
5472	P05181
5826	Q05940
9809715	P06239
71353	P08908
5287415	P08254
447962	P24941
3372	P05177
12793	P12931
3003157	Q16445
4909	P34903
4543	P20309
31640	Q8N1C3
36314	P11511
60838	O60656
5556	P28472
24963036	P07477
42113	P98194
3964	P28221
6262	P05089
14205264	P30153
447524	P12931
4499	Q01668
1051	P20711
643975	P09622
4205	P41145
449462	P47929
439326	P61626
445459	P06737
5193	Q16445
449459	P62508
11154555	P08684
4189	Q9H252
5005498	P49841
4167	P11229
446556	P22102
10770	Q14524
4184	P10635
70678590	Q8IVH4
23586145	P24941
3404	P33261
24812758	P31639
82153	P04150
49866368	P07858
13769	P11511
444200	P02788
17753979	P15289
447865	Q71U36
5665	P80404
82153	P08684
5289159	P00918
60857	P30939
80654	P00325
3958	Q99928
33032	Q5JPH6
119031	P08253
9750	O95865
3038522	P36888
64715	P23141
5533	P08908
16145453	P37231
3802528	P99999
5584	Q01959
6420118	P15121
12412578	P61925
60854	P08913
5311325	Q7Z406
11658860	P11509
25154714	Q9HB55
5556	P20815
5881	Q92731
11957417	P20248
5734	Q9UI33
4162	O00591
5870	P20815
70789197	P09038
6918493	P16662
12106168	Q16539
688561	P07550
3776	P07478
667476	P03372
171548	Q9Y289
4369414	P00918
24856362	P28845
4449	P08684
70678542	Q96EY8
702	P31644
1051	P21549
6957673	P05981
4649	Q9NZK7
5311309	P23219
35370	P11509
5496653	P01857
15433	P08100
2812	P10635
447227	Q96CD2
10100	P41143
2801	P28335
9911502	P00742
8153	Q06124
4369080	P08254
667490	P00492
4585	P35348
702	Q8WXA8
132971	P10635
3000322	P14410
5960	P08243
2481	O14764
89594	Q9GZZ6
24779674	P68400
2396	P41743
5388906	P08684
2479	P42262
4189	Q86W47
5591	P62508
10286159	Q92731
24832022	P07900
22690393	P09960
46937091	P00813
5280793	Q07973
6083	P23109
2478	P08263
54841	P33261
7405	P01709
15209	P04150
9750	Q9Y2J8
445154	P04798
121938	P11086
3261	P48169
21704	P00813
44462678	P19367
2343	O43570
4612	P10635
3440	P00918
445675	Q9UBQ6
59227	P08684
16046126	P24941
5878	P10275
44591583	Q07343
5284570	P08684
5284627	P39086
123865	P11926
145742	O43447
16078	P23219
311	Q14749
1051	P19113
5282452	P16662
6102781	Q04609
107758	O43739
115237	P18825
11963551	P08238
667484	Q9UN88
3488	P50416
439260	P54219
31721	P35348
3016416	P22695
5281855	P22748
71077	P29508
448903	P00813
1948	P08254
445856	P14780
3308	P35503
5288018	P24941
16259	P07478
152951	P00734
4735	P33261
447649	P20248
702	P48544
5391	P28476
448969	P07900
11840929	P20231
208910	P35354
68617	Q01959
2749	P05023
6323220	P29474
6274	Q99624
210332	Q9NQS7
5327153	P18031
4171	P08588
119055	P07101
4926	P28335
3440	P52209
5287512	P36897
154575	P27815
564	P08519
23724530	P10635
10531	P28221
54841	Q14957
2477	P10635
449042	P17538
23270857	P16083
6119063	P07477
445245	Q6UWM7
115237	P28221
444144	P01834
237	P20815
3821	P08908
3749	P30556
123631	P33261
6476	O43497
65389	P17538
6852129	P14174
3964	P35367
445920	Q15596
5881	Q06520
11651760	P56817
1122713	Q9Y233
5311309	Q09428
4601	P23975
445354	Q9HBH5
3677	P07550
5850	Q9GZZ6
5288082	P17538
5287492	P00734
46937168	P00374
2800	P05181
5576	P08684
53232	P33261
5282381	P35408
444475	P00374
9433	P05181
6249	Q16348
33032	Q04609
17755582	P07900
4829	P10632
2519	O00329
1014	Q96BH3
3333	P02585
1935	P22303
16362	P05177
5287620	P84077
441243	P11712
1051	Q9GZT4
702	P20813
446512	P36873
24808495	P28845
2995	P17405
11160307	P07900
2812	P10632
160556	Q9UDR5
3291	P24462
5289288	P68133
3601	P06276
60750	P27707
3025	P62158
54841	O15399
5961	P15104
439153	O75438
1102	Q16881
6306	P54687
9923	P00326
60753	O00180
643975	P27338
65028	Q99519
57525501	P40925
4763	P14867
11840920	P68133
2554	P33261
2164	P31644
5484727	P23141
89594	P43681
5287429	P42574
4797	P60174
119570	P41595
4909	P42262
4162	P14867
133021	P51589
2479	P78334
4494	Q08289
1567	Q96GD3
657007	P00734
1110	P13674
439153	P09622
439260	P08588
5284603	P35372
2809	P14867
7054	P27338
5287969	P24941
123606	P10635
11005	P00519
4055	P05181
2265	P47989
447956	P20248
42890	P11388
64689	Q701N4
2088	P14324
440104	Q6UWM7
6540428	P28222
4449	P28223
5460341	Q13936
5078	P21397
439153	P40394
3081361	P31513
1712095	Q13936
586	Q14353
44462678	P29323
337359	P15121
9854073	P08684
6106	Q9UIC8
33032	P08243
5754	P08684
4497	P54284
60700	P08684
149096	P08684
2811	P47869
3333	P20815
6009	P33260
449096	Q9BY41
60490	P09917
439750	P03886
64968	O00142
11840979	P08238
11987861	P13051
5280961	Q15788
4421	P48775
11357504	Q15788
2351	P51787
6262	P52569
34040	P35348
70678542	O60494
15991577	P27487
444389	Q9Y663
11175137	P49841
24180585	P27487
131704180	Q13423
16666	O75762
667484	Q16445
6323491	P10515
6918456	P33261
11167602	P16234
2995	P25100
25102845	P48147
17753880	Q9Y678
44602427	P14174
6852201	P24941
4064	P28472
449171	P28702
448327	P17612
71301	P08588
447098	Q86XF0
3748	P27338
4891	P20815
51081	P05177
446320	Q07869
24965990	O43613
2170	P31645
441243	P10635
6102788	P07900
2950	P05177
3410	P10635
5576	P33261
3964	P18825
4754	P23219
3652	P10635
3331	Q12879
3337	P41595
5880	P01859
40973	P03372
5193	P43681
2910	P00918
4099	P34903
4890	A8MPY1
17753820	P30153
64968	P04183
3672	P35354
44112	P28222
3007	P35348
441074	P24462
